month,categories,title,link,event_date,description
3,"ARTS + CULTURE,, ENTERTAINMENT,, FILM & MOVIES",International Art House Classics: M (1931) 35mm,https://downtownpittsburgh.com/events/event/?id=62400,"Mar 8, 2025 - Mar 13, 2025","ARTS + CULTURE, ENTERTAINMENT, FILM & MOVIES


One of the greatest films of all time, Fritz Lang's M revolutionized the medium with its inventive soundscape, acute social commentary, and stunning visuals."
3,"COMMUNITY,, ENTERTAINMENT,, FAMILY",The Thaw: Weekend 1,https://downtownpittsburgh.com/events/event/?id=62512,"Mar 8, 2025 - Mar 9, 2025","COMMUNITY, ENTERTAINMENT, FAMILY


Family-friendly by day, music-driven by night, the first weekend of The Thaw celebrates the magic of ice and snow. Market Square will come alive with awe-inspiring ice sculptures, live carvings, and an 18-foot ice luge for kids. Celebrate all the magic of winter – before we show it the door!"
3,"ARTS + CULTURE,, ENTERTAINMENT",House Team Hot Spot,https://downtownpittsburgh.com/events/event/?id=62302,"Mar 7, 2025 | 7:00 pm - 8:00 pm","ARTS + CULTURE, ENTERTAINMENT


Ignite your Friday nights at 7 pm with Arcade Comedy Theater’s ! Our talented house teams will light up the stage with spontaneous hilarity, quick-witted banter, and scenes that are sure to leave you in stitches."
3,"ARTS + CULTURE,, ENTERTAINMENT,, NIGHTLIFE",Level Up Stand Up,https://downtownpittsburgh.com/events/event/?id=62303,"Mar 7, 2025 | 9:00 pm - 10:00 pm","ARTS + CULTURE, ENTERTAINMENT, NIGHTLIFE


Get ready to laugh like never before at Arcade Comedy Theater’s electrifying Level Up Stand-Up showcase!"
3,"COMMUNITY,, WORKSHOPS & CLASSES",Let’s Speak English!,https://downtownpittsburgh.com/events/event/?id=62342,"Mar 7, 2025 | 12:00 pm - 1:00 pm","COMMUNITY, WORKSHOPS & CLASSES


Join us to practice your English-speaking skills! You can freely practice with friendly neighbors in this relaxed social group."
3,"COMMUNITY,, WORKSHOPS & CLASSES",Let’s Read English!,https://downtownpittsburgh.com/events/event/?id=62343,"Mar 7, 2025 | 1:00 pm - 2:30 pm","COMMUNITY, WORKSHOPS & CLASSES


Join us to practice your English-reading skills! We will read and discuss the short story “The Story of My Life in 3,500 Words or Less” by Nora Ephron together."
3,CONVENTION,Postpartum Pittsburgh Spring Conference 2025,https://downtownpittsburgh.com/events/event/?id=62357,"Mar 7, 2025 | 7:00 am - 5:00 pm","The 2025 Spring Conference will bring together a diverse audience of healthcare providers, mental health professionals, and stakeholders, all dedicated to advancing perinatal mental health!"
3,CONVENTION,2025 Pittsburgh Home and Garden Show,https://downtownpittsburgh.com/events/event/?id=62358,"Mar 7, 2025 - Mar 16, 2025",Join us for the Pittsburgh Garden & Home Show and take advantage of a great opportunity to browse displays from hundreds of exhibitors showcasing a wide array of products and services designed to add value to your home. Get the chance to meet with and get advice from the experts in home design and purchase products at special prices!
3,"ARTS + CULTURE,, ENTERTAINMENT,, MUSIC",Lisiecki Performs Mozart,https://downtownpittsburgh.com/events/event/?id=62380,"Mar 7, 2025 | 7:30 pm - 10:30 pm","ARTS + CULTURE, ENTERTAINMENT, MUSIC


Praised for his ""pristine, lyrical and intelligent"" playing (The New York Times), Jan Lisiecki returns to perform Mozart’s elegant and effervescent piano concerto. Prokofiev’s Fifth Symphony is filled with grand, sweeping, lyrical music tinged with brooding introspection."
3,"COMMUNITY,, ENTERTAINMENT,, NIGHTLIFE",History Uncorked: Mirror Ball,https://downtownpittsburgh.com/events/event/?id=62389,"Mar 7, 2025 | 7:30 pm - 11:00 pm","COMMUNITY, ENTERTAINMENT, NIGHTLIFE


Meet us under the mirror ball for History Uncorked on Friday, March 7, 2025! Get ready for glamour and good vibes at this year’s event, which will include dazzling entertainment, activities, and refreshments across six floors of award-winning exhibitions!"
3,"ARTS + CULTURE,, ENTERTAINMENT,, FILM & MOVIES",Vermiglio,https://downtownpittsburgh.com/events/event/?id=62398,"Mar 7, 2025 - Mar 20, 2025","ARTS + CULTURE, ENTERTAINMENT, FILM & MOVIES


The lush and breathtaking beauty of the Alps, filmed with painterly grace under natural light from frigid winter to redemptive spring, provides the physical and emotional backdrop for ‘,’ Maura Delpero’s visionary film, which won the Silver Lion at the 2024 Venice Film Festival."
3,"ARTS + CULTURE,, ENTERTAINMENT,, FILM & MOVIES",Liza: A Truly Terrific Absolutely True Story,https://downtownpittsburgh.com/events/event/?id=62399,"Mar 7, 2025 - Mar 13, 2025","ARTS + CULTURE, ENTERTAINMENT, FILM & MOVIES


This star studded tribute brings into focus the dazzling, complex period of Liza Minnelli’s life starting in the 1970s, just after the tragic death of her mother Judy Garland—as she confronts a range of personal and professional challenges on the way to becoming a bona fide legend."
3,"ENTERTAINMENT,, MUSIC",Kraftwerk: Multimedia Tour 2025 – 50 Years of Autobahn,https://downtownpittsburgh.com/events/event/?id=62449,"Mar 7, 2025 | 7:00 pm - 11:00 pm","ENTERTAINMENT, MUSIC"
3,"ENTERTAINMENT,, TOURS",Movie Mobile: Speed,https://downtownpittsburgh.com/events/event/?id=62456,"Mar 7, 2025 | 7:00 pm - 10:00 pm","ENTERTAINMENT, TOURS


The Burgh Bus's first screening event on the bus will be a special presentation of the 90s action movie classic… “SPEED” ??"
3,"ARTS + CULTURE,, COMMUNITY,, ENTERTAINMENT",Bracket Night Planned Parenthood of Western PA Benefit,https://downtownpittsburgh.com/events/event/?id=62301,"Mar 6, 2025 | 7:00 pm - 8:30 pm","ARTS + CULTURE, COMMUNITY, ENTERTAINMENT


An interactive comedy game show benefiting Planned Parenthood of Western Pennsylvania!"
3,"ENTERTAINMENT,, FAMILY",Disney on Ice: Mickey’s Search Party,https://downtownpittsburgh.com/events/event/?id=62437,"Mar 6, 2025 - Mar 9, 2025","ENTERTAINMENT, FAMILY


Join Mickey Mouse and his Disney friends on adventures filled with world-class skating, high-flying acrobatics, and unexpected stunts!"
3,"COMMUNITY,, FREE EVENT",Workbox - PPG Place Grand Opening Celebration!,https://downtownpittsburgh.com/events/event/?id=62511,"Mar 6, 2025 | 3:30 pm - 6:00 pm","COMMUNITY, FREE EVENT


Join Workbox for the official ribbon cutting and open house!"
3,"ARTS + CULTURE,, ENTERTAINMENT",Ballet Folklórico de México,https://downtownpittsburgh.com/events/event/?id=62330,"Mar 5, 2025 | 7:30 pm - 10:00 pm","ARTS + CULTURE, ENTERTAINMENT


Immerse yourself in the vibrant traditions & infectious rhythms of México!"
3,"COMMUNITY,, FAMILY,, WORKSHOPS & CLASSES",One-on-one Irish Genealogy Sessions,https://downtownpittsburgh.com/events/event/?id=62373,"Mar 5, 2025 | 9:00 am - 3:00 pm","COMMUNITY, FAMILY, WORKSHOPS & CLASSES


If you are tracing your ancestors in Ireland, a face-to-face consultation with Irish Genealogy experts Fintan Mullan or Gillian Hunt could save you a considerable amount of time and greatly increase your chances of success."
3,"ARTS + CULTURE,, ENTERTAINMENT",Ben Seidman in Good Charlatan,https://downtownpittsburgh.com/events/event/?id=62394,"Mar 5, 2025 - Mar 16, 2025","ARTS + CULTURE, ENTERTAINMENT


Good Charlatan dives into the world of con artistry, pickpocketing, and real magic. The show is a hilarious and profoundly beautiful plunge into the underworld of those who use and abuse the powers of deception."
